MAWB,Carrier_Code,Departure_Year_Month,Export_Main_Office_Company,Export_Main_Office_Branch,Carrier_Service_Level,Trade_Lane_A2A,Departure_Airport_Location,Destination_Airport_Location,Service_Type,Vertical,Commodity,Interline_Shipment,Chargeable_Weight,Handling_Notes
MAWB100182,DL,2025-03,GB,GBLHR,ECO,LHR-DXB,LHR,DXB,EXP,Retail,Footwear,Y,4627.2,Customs hold at destination - awaiting clearance
MAWB100183,UA,2025-04,GB,GBMAN,GEN,MAN-SIN,MAN,SIN,EXP,Aerospace,Turbine Components,N,4392.8,MRO customer requested shipment redirect to alternate maintenance base
MAWB100184,BA,2025-04,FR,FRCDG,XPS,CDG-JNB,CDG,JNB,EXP,Retail,Homeware,N,1326.8,Temperature excursion reported for pharma cargo
MAWB100185,CX,2025-02,SG,SGSIN,GEN,SIN-SYD,SIN,SYD,EXP,Automotive,Car Parts,Y,3316.9,Shipment moved as planned
MAWB100186,DL,2025-06,NL,NLAMS,ECO,AMS-PVG,AMS,PVG,EXP,Aerospace,Avionics,N,4095.2,
MAWB100187,CX,2025-07,SG,SGSIN,DIM,SIN-ORD,SIN,ORD,GEN,Perishables,Flowers,N,2798.2,Shipment moved as planned
MAWB100188,UA,2025-03,AE,AEDXB,DIM,DXB-PVG,DXB,PVG,DGR,Pharma,Vaccines,Y,2671.8,No issues reported
MAWB100189,CX,2025-10,DE,DEFRA,ECO,FRA-JFK,FRA,JFK,DGR,Perishables,Vegetables,N,1247.2,Shipment moved as planned
MAWB100190,DL,2025-06,SG,SGSIN,ECO,SIN-DXB,SIN,DXB,EXP,Retail,Clothing,Y,510.9,
MAWB100191,AF,2025-12,SG,SGSIN,ECO,SIN-SYD,SIN,SYD,DGR,Automotive,Engine Components,N,4491.2,RCF milestone not updated on time
MAWB100192,DL,2025-04,GB,GBMAN,DIM,MAN-FRA,MAN,FRA,EXP,Pharma,Vaccines,Y,4507.1,Temperature excursion reported for pharma cargo
MAWB100193,AF,2025-12,NL,NLAMS,ECO,AMS-GRU,AMS,GRU,GEN,Aerospace,Maintenance Kits,N,3183.9,Shipment processed normally
MAWB100194,CX,2025-03,US,USATL,ECO,ATL-GRU,ATL,GRU,EXP,Retail,Consumer Electronics,N,1728.2,Standard handling completed
MAWB100195,SQ,2025-05,SG,SGSIN,DGR,SIN-SYD,SIN,SYD,DGR,Perishables,Fish,Y,1778.6,
MAWB100196,SQ,2025-09,US,USATL,DGR,ATL-JFK,ATL,JFK,GEN,Retail,Consumer Electronics,N,3643.5,Shipment processed normally
MAWB100197,LH,2025-01,NL,NLAMS,DGR,AMS-LAX,AMS,LAX,EXP,Perishables,Fruit,N,4490.7,Shipment processed normally
MAWB100198,LH,2025-09,US,USATL,ECO,ATL-FRA,ATL,FRA,DGR,Perishables,Fruit,Y,4441.1,
MAWB100199,DL,2025-11,GB,GBBRS,DGR,BRS-PVG,BRS,PVG,DGR,Aerospace,Avionics,N,3910.4,Haulier delayed collecting AOG shipment - traffic incident at origin
MAWB100200,UA,2025-07,GB,GBLHR,PRM,LHR-MEX,LHR,MEX,GEN,Pharma,Medical Devices,N,3228.1,No issues reported
MAWB100201,BA,2025-11,DE,DEFRA,DIM,FRA-SIN,FRA,SIN,EXP,Pharma,Vaccines,Y,466.5,Health certificate expired - replacement obtained before departure
MAWB100202,BA,2025-12,FR,FRCDG,XPS,CDG-HKG,CDG,HKG,EXP,Retail,Footwear,Y,850.1,Shipment moved as planned
MAWB100203,SQ,2025-03,DE,DEFRA,DIM,FRA-SIN,FRA,SIN,GEN,Retail,Homeware,N,4497.8,No issues reported
MAWB100204,EK,2025-01,GB,GBMAN,DIM,MAN-NRT,MAN,NRT,DGR,Automotive,Engine Components,N,3051.8,Shipment moved as planned
MAWB100205,AF,2025-07,NL,NLAMS,GEN,AMS-GRU,AMS,GRU,EXP,Automotive,Car Parts,Y,95.5,
MAWB100206,SQ,2025-08,FR,FRCDG,ECO,CDG-DXB,CDG,DXB,DGR,Retail,Footwear,Y,552.3,Shipment moved as planned
MAWB100207,AF,2025-11,GB,GBBHX,GEN,BHX-JFK,BHX,JFK,DGR,Perishables,Flowers,N,3334.3,Weight discrepancy found at acceptance - reweigh of fresh produce completed
MAWB100208,AF,2025-04,GB,GBLHR,GEN,LHR-SIN,LHR,SIN,DGR,Automotive,Engine Components,N,75.1,No issues reported
MAWB100209,LH,2025-04,NL,NLAMS,ECO,AMS-DEL,AMS,DEL,EXP,Retail,Footwear,N,846,Standard handling completed
MAWB100210,AF,2025-09,GB,GBLHR,DIM,LHR-BKK,LHR,BKK,EXP,Pharma,Vaccines,N,2766.2,
MAWB100211,BA,2025-02,GB,GBLHR,GEN,LHR-FRA,LHR,FRA,GEN,Aerospace,Maintenance Kits,N,3474.9,No issues reported
MAWB100212,BA,2025-11,US,USATL,GEN,ATL-BKK,ATL,BKK,EXP,Pharma,Insulin,Y,3277.2,Shipment processed normally
MAWB100213,BA,2025-07,GB,GBBRS,XPS,BRS-DEL,BRS,DEL,EXP,Pharma,Vaccines,Y,1160.1,
MAWB100214,DL,2025-11,GB,GBBHX,DGR,BHX-HKG,BHX,HKG,EXP,Perishables,Fish,N,3575.3,Shipment processed normally
MAWB100215,AF,2025-11,NL,NLAMS,ECO,AMS-HKG,AMS,HKG,EXP,Pharma,Medical Devices,Y,1224.4,
MAWB100216,DL,2025-08,GB,GBBRS,ECO,BRS-ATL,BRS,ATL,EXP,Pharma,Laboratory Samples,Y,1660.7,Standard handling completed
MAWB100217,LH,2025-05,GB,GBBRS,XPS,BRS-NRT,BRS,NRT,DGR,Automotive,Engine Components,N,3745.1,Incorrect AWB details corrected before departure
MAWB100218,UA,2025-02,SG,SGSIN,ECO,SIN-ATL,SIN,ATL,DGR,Perishables,Fish,Y,3265.7,FWB docs missing - reissued before departure
MAWB100219,AF,2025-04,GB,GBBRS,ECO,BRS-PVG,BRS,PVG,EXP,Retail,Homeware,Y,4253.7,
MAWB100220,EK,2025-04,SG,SGSIN,GEN,SIN-JFK,SIN,JFK,EXP,Aerospace,Turbine Components,N,3305.2,Import customs hold - awaiting airworthiness documentation at destination
MAWB100221,UA,2025-11,FR,FRCDG,XPS,CDG-DEL,CDG,DEL,EXP,Aerospace,Avionics,N,2863.1,Standard handling completed
MAWB100222,UA,2025-03,AE,AEDXB,DIM,DXB-JFK,DXB,JFK,GEN,Retail,Homeware,N,513.7,
MAWB100223,DL,2025-07,GB,GBMAN,DIM,MAN-NRT,MAN,NRT,EXP,Pharma,Insulin,Y,1870.2,
MAWB100224,BA,2025-02,DE,DEFRA,DGR,FRA-JNB,FRA,JNB,EXP,Retail,Consumer Electronics,Y,1362.8,
MAWB100225,CX,2025-08,GB,GBLHR,DGR,LHR-FRA,LHR,FRA,GEN,Aerospace,Avionics,Y,1257.7,Incorrect AWB details corrected before departure
MAWB100226,DL,2025-12,GB,GBBRS,DIM,BRS-ORD,BRS,ORD,DGR,Retail,Footwear,N,4866.4,
MAWB100227,UA,2025-05,GB,GBBHX,GEN,BHX-LAX,BHX,LAX,GEN,Retail,Consumer Electronics,N,1995.8,Standard handling completed
MAWB100228,EK,2025-07,DE,DEFRA,PRM,FRA-CDG,FRA,CDG,GEN,Automotive,Tyres,Y,4465.6,Flight delay due to weather at origin
MAWB100229,EK,2025-05,GB,GBBHX,GEN,BHX-GRU,BHX,GRU,DGR,Aerospace,Maintenance Kits,Y,3174.1,Temperature excursion reported for pharma cargo
MAWB100230,UA,2025-08,US,USATL,GEN,ATL-DEL,ATL,DEL,GEN,Automotive,Tyres,N,3984.3,Shipment processed normally
MAWB100231,BA,2025-03,GB,GBMAN,ECO,MAN-MEX,MAN,MEX,GEN,Aerospace,Maintenance Kits,Y,2538.1,Origin customs delay - EASA export certificate not yet available
MAWB100232,AF,2025-11,FR,FRCDG,XPS,CDG-ATL,CDG,ATL,GEN,Retail,Footwear,N,2905.7,Shipment processed normally
MAWB100233,DL,2025-11,DE,DEFRA,XPS,FRA-PVG,FRA,PVG,GEN,Aerospace,Maintenance Kits,N,2488,
MAWB100234,AF,2025-03,AE,AEDXB,DIM,DXB-SIN,DXB,SIN,GEN,Pharma,Insulin,N,1016.5,"Cargo arrived late at warehouse, truck delay"
MAWB100235,EK,2025-06,DE,DEFRA,PRM,FRA-DXB,FRA,DXB,GEN,Retail,Clothing,N,3626.1,Connection missed - consumer goods held at hub pending next available service
MAWB100236,BA,2025-07,GB,GBLHR,PRM,LHR-PVG,LHR,PVG,GEN,Pharma,Insulin,Y,1439.8,No issues reported
MAWB100237,BA,2025-10,GB,GBLHR,DIM,LHR-SYD,LHR,SYD,GEN,Retail,Consumer Electronics,N,170.4,
MAWB100238,AF,2025-09,GB,GBBHX,DGR,BHX-PVG,BHX,PVG,GEN,Pharma,Laboratory Samples,Y,3245.1,
MAWB100239,DL,2025-05,SG,SGSIN,PRM,SIN-MEX,SIN,MEX,DGR,Retail,Clothing,N,926.7,Offloaded due to capacity constraints - moved to next flight
MAWB100240,LH,2025-01,NL,NLAMS,DGR,AMS-MEX,AMS,MEX,DGR,Pharma,Laboratory Samples,N,4705.3,Offloaded due to capacity constraints - moved to next flight
MAWB100241,DL,2025-08,DE,DEFRA,GEN,FRA-ATL,FRA,ATL,GEN,Automotive,Gearboxes,N,4771.9,Tight connection not protected - car parts held at transit hub
MAWB100242,AF,2025-02,GB,GBLHR,PRM,LHR-SIN,LHR,SIN,EXP,Perishables,Flowers,N,4578.6,No issues reported
MAWB100243,LH,2025-05,DE,DEFRA,DIM,FRA-ORD,FRA,ORD,GEN,Pharma,Vaccines,Y,1882.3,Shipment moved as planned
MAWB100244,LH,2025-02,NL,NLAMS,ECO,AMS-ICN,AMS,ICN,DGR,Aerospace,Maintenance Kits,N,126.5,Temperature excursion reported for pharma cargo
MAWB100245,EK,2025-07,NL,NLAMS,ECO,AMS-ATL,AMS,ATL,DGR,Automotive,Gearboxes,Y,4645.2,Shipment processed normally
MAWB100246,LH,2025-05,NL,NLAMS,DIM,AMS-LHR,AMS,LHR,EXP,Perishables,Fruit,N,2169.5,
MAWB100247,UA,2025-06,NL,NLAMS,ECO,AMS-SIN,AMS,SIN,DGR,Retail,Clothing,Y,4834.9,
MAWB100248,DL,2025-01,US,USATL,DGR,ATL-MEX,ATL,MEX,EXP,Perishables,Fruit,N,4819.9,Shipment moved as planned
MAWB100249,UA,2025-10,NL,NLAMS,DGR,AMS-MEX,AMS,MEX,GEN,Automotive,Tyres,N,4272.4,
MAWB100250,CX,2025-06,DE,DEFRA,XPS,FRA-SIN,FRA,SIN,DGR,Retail,Footwear,Y,1507.5,No issues reported
MAWB100251,EK,2025-12,SG,SGSIN,GEN,SIN-DEL,SIN,DEL,EXP,Perishables,Flowers,Y,1956.2,Truck driver shortage - fresh produce collected late from packhouse
MAWB100252,DL,2025-04,NL,NLAMS,GEN,AMS-SYD,AMS,SYD,GEN,Perishables,Fruit,N,4263.1,
MAWB100253,DL,2025-09,SG,SGSIN,ECO,SIN-SYD,SIN,SYD,GEN,Aerospace,Maintenance Kits,N,1618.8,Shipment processed normally
MAWB100254,BA,2025-11,AE,AEDXB,ECO,DXB-JNB,DXB,JNB,DGR,Pharma,Medical Devices,N,889,
MAWB100255,EK,2025-02,DE,DEFRA,GEN,FRA-NRT,FRA,NRT,EXP,Pharma,Vaccines,N,2806.2,Standard handling completed
MAWB100256,LH,2025-06,US,USATL,DGR,ATL-BKK,ATL,BKK,EXP,Aerospace,Avionics,Y,4684,No issues reported
MAWB100257,UA,2025-06,GB,GBLHR,DGR,LHR-MEX,LHR,MEX,EXP,Automotive,Tyres,Y,3495.3,
MAWB100258,LH,2025-05,US,USATL,XPS,ATL-ICN,ATL,ICN,EXP,Automotive,Car Parts,Y,2871.8,Minor damage to outer packaging noted on arrival
MAWB100259,DL,2025-09,GB,GBMAN,GEN,MAN-FRA,MAN,FRA,GEN,Aerospace,Avionics,N,531,LAT milestone delayed because truck arrived late
MAWB100260,UA,2025-01,GB,GBMAN,ECO,MAN-LHR,MAN,LHR,EXP,Retail,Homeware,N,3094.3,
MAWB100261,LH,2025-12,FR,FRCDG,ECO,CDG-FRA,CDG,FRA,GEN,Perishables,Fruit,N,4950.8,
MAWB100262,CX,2025-05,DE,DEFRA,ECO,FRA-CDG,FRA,CDG,EXP,Retail,Clothing,N,743.4,No issues reported
MAWB100263,SQ,2025-08,SG,SGSIN,ECO,SIN-ORD,SIN,ORD,DGR,Automotive,Tyres,Y,2615.7,Shipment processed normally
MAWB100264,AF,2025-05,GB,GBMAN,ECO,MAN-SIN,MAN,SIN,EXP,Pharma,Medical Devices,N,4393,Late cargo tender from pharma supplier - GDP compliance check required
MAWB100265,AF,2025-07,SG,SGSIN,ECO,SIN-MEX,SIN,MEX,GEN,Aerospace,Maintenance Kits,N,3716.8,Connection missed - turbine components held at transit hub pending rebooking
MAWB100266,BA,2025-08,GB,GBBHX,GEN,BHX-MEX,BHX,MEX,GEN,Perishables,Fruit,Y,3500.2,Shipment moved as planned
MAWB100267,UA,2025-07,NL,NLAMS,GEN,AMS-DEL,AMS,DEL,GEN,Aerospace,Maintenance Kits,Y,3527.3,No issues reported
MAWB100268,SQ,2025-01,SG,SGSIN,DIM,SIN-ATL,SIN,ATL,EXP,Perishables,Fruit,N,1829.5,Late cargo from fruit packer - shelf-life impacted by acceptance delay
MAWB100269,BA,2025-05,AE,AEDXB,PRM,DXB-GRU,DXB,GRU,EXP,Pharma,Vaccines,Y,1503.3,Shipment moved as planned
MAWB100270,LH,2025-01,NL,NLAMS,GEN,AMS-ORD,AMS,ORD,GEN,Perishables,Fruit,Y,4056.3,Shipment moved as planned
MAWB100271,EK,2025-03,GB,GBBRS,XPS,BRS-DEL,BRS,DEL,DGR,Automotive,Gearboxes,N,4060.1,
MAWB100272,SQ,2025-06,AE,AEDXB,ECO,DXB-AMS,DXB,AMS,EXP,Aerospace,Avionics,Y,4342,Shipment moved as planned
MAWB100273,AF,2025-11,GB,GBMAN,DIM,MAN-HKG,MAN,HKG,GEN,Pharma,Laboratory Samples,N,4570.5,Flight delay due to weather at origin
MAWB100274,DL,2025-10,GB,GBBRS,GEN,BRS-LAX,BRS,LAX,EXP,Retail,Footwear,Y,2581.1,Shipment processed normally
MAWB100275,UA,2025-12,GB,GBLHR,GEN,LHR-HKG,LHR,HKG,EXP,Aerospace,Turbine Components,Y,2532.5,Shipment moved as planned
MAWB100276,EK,2025-09,GB,GBLHR,GEN,LHR-ICN,LHR,ICN,EXP,Automotive,Car Parts,N,4001.6,Export customs hold at origin - ECS not cleared for automotive shipment
MAWB100277,BA,2025-10,GB,GBBHX,XPS,BHX-SIN,BHX,SIN,GEN,Aerospace,Avionics,N,3267.3,Shipment moved as planned
MAWB100278,EK,2025-08,FR,FRCDG,PRM,CDG-ORD,CDG,ORD,GEN,Perishables,Vegetables,N,3524.7,Dangerous goods paperwork incorrect
MAWB100279,AF,2025-05,GB,GBMAN,XPS,MAN-AMS,MAN,AMS,EXP,Pharma,Laboratory Samples,N,3989.2,Warehouse handling delay - build up completed late
MAWB100280,AF,2025-01,GB,GBBRS,ECO,BRS-HKG,BRS,HKG,GEN,Pharma,Vaccines,N,4455.5,"Cargo arrived late at warehouse, truck delay"
MAWB100281,LH,2025-07,FR,FRCDG,DIM,CDG-ATL,CDG,ATL,EXP,Automotive,Car Parts,Y,1723.1,No issues reported
MAWB100282,AF,2025-05,GB,GBLHR,PRM,LHR-ORD,LHR,ORD,DGR,Automotive,Tyres,Y,1909.1,Weight discrepancy found at acceptance - reweigh of gearboxes completed
MAWB100283,CX,2025-10,GB,GBLHR,PRM,LHR-GRU,LHR,GRU,GEN,Aerospace,Aircraft Parts,Y,515.2,Overland transport delay impacted RCS cut-off for engine components
MAWB100284,DL,2025-02,NL,NLAMS,DGR,AMS-ICN,AMS,ICN,EXP,Perishables,Flowers,N,2912.5,"Cargo arrived late at warehouse, truck delay"
MAWB100285,SQ,2025-04,GB,GBMAN,PRM,MAN-FRA,MAN,FRA,GEN,Automotive,Car Parts,N,227.9,Standard handling completed
MAWB100286,BA,2025-12,GB,GBBRS,DIM,BRS-SYD,BRS,SYD,EXP,Aerospace,Avionics,N,2354.7,Airline equipment change - reduced cargo capacity on freighter service
MAWB100287,CX,2025-09,GB,GBLHR,DGR,LHR-AMS,LHR,AMS,GEN,Retail,Clothing,N,2736.1,
MAWB100288,BA,2025-08,SG,SGSIN,ECO,SIN-NRT,SIN,NRT,GEN,Automotive,Engine Components,Y,1468.4,
MAWB100289,DL,2025-07,GB,GBBHX,GEN,BHX-CDG,BHX,CDG,DGR,Pharma,Vaccines,N,2974.6,Shipment processed normally
MAWB100290,EK,2025-05,GB,GBLHR,DIM,LHR-DEL,LHR,DEL,DGR,Aerospace,Avionics,N,201,Airworthiness release certificate missing - document chase with MRO supplier
MAWB100291,BA,2025-12,NL,NLAMS,DIM,AMS-BKK,AMS,BKK,GEN,Pharma,Laboratory Samples,N,234.9,Overland transport delay impacted RCS cut-off for pharma shipment
MAWB100292,AF,2025-05,GB,GBLHR,XPS,LHR-ICN,LHR,ICN,GEN,Aerospace,Aircraft Parts,Y,4121.9,Shipment processed normally
MAWB100293,SQ,2025-09,FR,FRCDG,DIM,CDG-LHR,CDG,LHR,EXP,Retail,Consumer Electronics,Y,1832.9,Customs clearance delayed - missing CE certification for electronics
MAWB100294,SQ,2025-07,GB,GBBHX,PRM,BHX-ORD,BHX,ORD,DGR,Pharma,Laboratory Samples,Y,678.9,
MAWB100295,AF,2025-01,US,USATL,DGR,ATL-ICN,ATL,ICN,GEN,Aerospace,Turbine Components,N,2635.1,Standard handling completed
MAWB100296,BA,2025-12,GB,GBLHR,DIM,LHR-BKK,LHR,BKK,GEN,Pharma,Medical Devices,N,3861.5,Late cargo tender from pharma supplier - GDP compliance check required
MAWB100297,DL,2025-01,DE,DEFRA,DIM,FRA-HKG,FRA,HKG,EXP,Perishables,Fish,Y,1118.3,Export clearance delayed - CITES permit required for protected plant species
MAWB100298,BA,2025-10,NL,NLAMS,DIM,AMS-JFK,AMS,JFK,GEN,Automotive,Car Parts,Y,3133.3,Standard handling completed
MAWB100299,UA,2025-05,NL,NLAMS,XPS,AMS-JNB,AMS,JNB,EXP,Retail,Consumer Electronics,Y,472.5,Standard handling completed
MAWB100300,EK,2025-08,GB,GBBHX,PRM,BHX-DEL,BHX,DEL,DGR,Automotive,Engine Components,Y,305.8,No issues reported
MAWB100301,BA,2025-04,GB,GBMAN,DGR,MAN-ATL,MAN,ATL,GEN,Retail,Clothing,N,2680.2,Packing declaration incomplete for battery-powered devices
MAWB100302,AF,2025-07,GB,GBBHX,PRM,BHX-ORD,BHX,ORD,EXP,Perishables,Fish,Y,2726.1,
MAWB100303,LH,2025-12,FR,FRCDG,ECO,CDG-AMS,CDG,AMS,GEN,Aerospace,Maintenance Kits,Y,3205.3,No issues reported
MAWB100304,EK,2025-07,NL,NLAMS,DGR,AMS-JNB,AMS,JNB,EXP,Aerospace,Aircraft Parts,N,3644.2,
MAWB100305,AF,2025-05,NL,NLAMS,ECO,AMS-JFK,AMS,JFK,GEN,Automotive,Gearboxes,Y,4880.5,
MAWB100306,CX,2025-06,GB,GBLHR,DIM,LHR-CDG,LHR,CDG,EXP,Retail,Homeware,N,2605.7,Standard handling completed
MAWB100307,BA,2025-03,US,USATL,DIM,ATL-DXB,ATL,DXB,EXP,Pharma,Vaccines,Y,1648.6,Shipment moved as planned
MAWB100308,SQ,2025-09,GB,GBLHR,DIM,LHR-AMS,LHR,AMS,GEN,Automotive,Gearboxes,N,3986.2,Customs hold at destination - awaiting clearance
MAWB100309,LH,2025-02,US,USATL,XPS,ATL-DEL,ATL,DEL,GEN,Aerospace,Avionics,Y,1390.6,
MAWB100310,LH,2025-11,GB,GBMAN,ECO,MAN-CDG,MAN,CDG,DGR,Retail,Consumer Electronics,N,2222.9,Shipment processed normally
MAWB100311,LH,2025-11,GB,GBLHR,DGR,LHR-ATL,LHR,ATL,GEN,Pharma,Medical Devices,Y,438.4,
MAWB100312,DL,2025-12,US,USATL,PRM,ATL-JNB,ATL,JNB,EXP,Perishables,Vegetables,Y,175.5,
MAWB100313,BA,2025-05,DE,DEFRA,ECO,FRA-CDG,FRA,CDG,DGR,Perishables,Fruit,Y,4815.1,
MAWB100314,AF,2025-01,GB,GBBHX,GEN,BHX-ICN,BHX,ICN,GEN,Retail,Homeware,Y,4188.1,Dangerous goods paperwork incorrect
MAWB100315,CX,2025-08,AE,AEDXB,ECO,DXB-ATL,DXB,ATL,DGR,Retail,Consumer Electronics,N,3495.1,No issues reported
MAWB100316,SQ,2025-06,NL,NLAMS,XPS,AMS-DXB,AMS,DXB,EXP,Perishables,Flowers,N,2074.3,
MAWB100317,BA,2025-04,SG,SGSIN,DIM,SIN-FRA,SIN,FRA,DGR,Perishables,Flowers,N,907.8,Shipment moved as planned
MAWB100318,CX,2025-10,DE,DEFRA,ECO,FRA-LHR,FRA,LHR,GEN,Perishables,Fish,N,824.4,Shipment processed normally
MAWB100319,UA,2025-08,SG,SGSIN,XPS,SIN-BKK,SIN,BKK,GEN,Perishables,Fish,Y,1288.7,
MAWB100320,EK,2025-09,GB,GBBRS,DIM,BRS-BKK,BRS,BKK,EXP,Perishables,Flowers,Y,2768.7,Shipment moved as planned
MAWB100321,LH,2025-10,DE,DEFRA,ECO,FRA-PVG,FRA,PVG,EXP,Pharma,Medical Devices,Y,3587.2,
MAWB100322,AF,2025-06,DE,DEFRA,PRM,FRA-HKG,FRA,HKG,EXP,Aerospace,Aircraft Parts,N,3318,
MAWB100323,DL,2025-04,DE,DEFRA,DGR,FRA-LHR,FRA,LHR,DGR,Aerospace,Turbine Components,N,1435.7,
MAWB100324,CX,2025-10,GB,GBMAN,ECO,MAN-LHR,MAN,LHR,GEN,Pharma,Insulin,Y,4776.6,Shipment held due to missing invoice & packing list
MAWB100325,AF,2025-04,US,USATL,PRM,ATL-LHR,ATL,LHR,GEN,Automotive,Car Parts,N,3702.6,Shipment moved as planned
MAWB100326,SQ,2025-04,US,USATL,XPS,ATL-PVG,ATL,PVG,DGR,Automotive,Engine Components,Y,2794.1,Shipment moved as planned
MAWB100327,DL,2025-03,FR,FRCDG,DGR,CDG-HKG,CDG,HKG,DGR,Retail,Homeware,N,3078,No issues reported
MAWB100328,SQ,2025-03,GB,GBLHR,XPS,LHR-SYD,LHR,SYD,EXP,Aerospace,Avionics,N,2127,
MAWB100329,LH,2025-07,GB,GBLHR,DGR,LHR-JNB,LHR,JNB,DGR,Automotive,Engine Components,N,1276.3,"Cargo arrived late at warehouse, truck delay"
MAWB100330,EK,2025-03,FR,FRCDG,DIM,CDG-NRT,CDG,NRT,EXP,Perishables,Vegetables,N,1812.1,Temperature excursion reported for pharma cargo
MAWB100331,UA,2025-01,GB,GBBHX,DIM,BHX-DXB,BHX,DXB,GEN,Perishables,Flowers,N,3801.3,Standard handling completed
MAWB100332,EK,2025-11,FR,FRCDG,XPS,CDG-NRT,CDG,NRT,GEN,Pharma,Laboratory Samples,Y,121.2,No issues reported
MAWB100333,UA,2025-02,GB,GBMAN,GEN,MAN-DXB,MAN,DXB,DGR,Pharma,Insulin,N,624.6,No issues reported
MAWB100334,AF,2025-06,GB,GBLHR,GEN,LHR-DEL,LHR,DEL,GEN,Retail,Footwear,N,277.7,Shipment moved as planned
MAWB100335,LH,2025-05,US,USATL,XPS,ATL-ICN,ATL,ICN,DGR,Automotive,Engine Components,N,251.6,
MAWB100336,DL,2025-09,AE,AEDXB,ECO,DXB-NRT,DXB,NRT,DGR,Aerospace,Avionics,N,4284.5,Dangerous goods paperwork incorrect
MAWB100337,BA,2025-02,SG,SGSIN,ECO,SIN-FRA,SIN,FRA,DGR,Retail,Consumer Electronics,Y,3533.1,Shipment processed normally
MAWB100338,BA,2025-04,GB,GBLHR,GEN,LHR-ICN,LHR,ICN,GEN,Perishables,Fish,N,2397.2,
MAWB100339,LH,2025-06,GB,GBBRS,GEN,BRS-MEX,BRS,MEX,DGR,Aerospace,Turbine Components,N,534.3,
MAWB100340,DL,2025-01,AE,AEDXB,XPS,DXB-JFK,DXB,JFK,EXP,Automotive,Gearboxes,Y,2483.5,Standard handling completed
MAWB100341,SQ,2025-02,GB,GBMAN,ECO,MAN-DEL,MAN,DEL,EXP,Aerospace,Aircraft Parts,N,2393.7,Import customs hold - awaiting airworthiness documentation at destination
MAWB100342,AF,2025-01,GB,GBBHX,ECO,BHX-LAX,BHX,LAX,DGR,Retail,Homeware,N,907.3,Dangerous goods paperwork incorrect
MAWB100343,CX,2025-01,FR,FRCDG,XPS,CDG-HKG,CDG,HKG,EXP,Automotive,Engine Components,N,2197.6,Shipment moved as planned
MAWB100344,UA,2025-04,GB,GBBHX,DGR,BHX-AMS,BHX,AMS,EXP,Retail,Clothing,N,2022.6,Minor damage to outer packaging noted on arrival
MAWB100345,UA,2025-04,SG,SGSIN,ECO,SIN-JNB,SIN,JNB,EXP,Perishables,Vegetables,Y,3098.5,No issues reported
MAWB100346,BA,2025-12,AE,AEDXB,DIM,DXB-LHR,DXB,LHR,GEN,Pharma,Laboratory Samples,Y,3193.7,
MAWB100347,EK,2025-01,FR,FRCDG,DGR,CDG-AMS,CDG,AMS,EXP,Pharma,Insulin,N,274.3,Shipment processed normally
MAWB100348,UA,2025-04,AE,AEDXB,DIM,DXB-HKG,DXB,HKG,EXP,Pharma,Vaccines,N,1904.3,Standard handling completed
MAWB100349,AF,2025-05,DE,DEFRA,ECO,FRA-LHR,FRA,LHR,GEN,Automotive,Car Parts,Y,3148,FWB docs missing - reissued before departure
MAWB100350,BA,2025-09,GB,GBBRS,GEN,BRS-CDG,BRS,CDG,GEN,Automotive,Gearboxes,Y,2540.5,Customer requested delivery change after ARR
MAWB100351,SQ,2025-10,SG,SGSIN,GEN,SIN-ATL,SIN,ATL,EXP,Perishables,Fruit,N,4289.6,Shipment moved as planned
MAWB100352,DL,2025-05,US,USATL,ECO,ATL-DXB,ATL,DXB,GEN,Perishables,Vegetables,Y,3310.5,Cargo built-up incorrectly - rebuilt to maintain cold chain integrity
MAWB100353,LH,2025-05,AE,AEDXB,DGR,DXB-LAX,DXB,LAX,EXP,Aerospace,Turbine Components,N,856.5,No issues reported
MAWB100354,BA,2025-03,GB,GBBHX,ECO,BHX-AMS,BHX,AMS,EXP,Automotive,Engine Components,N,399.3,
MAWB100355,DL,2025-05,GB,GBMAN,PRM,MAN-ATL,MAN,ATL,GEN,Retail,Consumer Electronics,Y,3230,No issues reported
MAWB100356,AF,2025-11,DE,DEFRA,PRM,FRA-AMS,FRA,AMS,DGR,Aerospace,Maintenance Kits,Y,181.2,Shipment moved as planned
MAWB100357,AF,2025-12,GB,GBBHX,PRM,BHX-ORD,BHX,ORD,EXP,Retail,Footwear,Y,2949.6,Standard handling completed
MAWB100358,CX,2025-07,GB,GBBRS,DGR,BRS-JFK,BRS,JFK,DGR,Perishables,Fruit,N,4704.1,Shipment moved as planned
MAWB100359,LH,2025-11,US,USATL,GEN,ATL-MEX,ATL,MEX,GEN,Retail,Clothing,Y,2898.6,Standard handling completed
MAWB100360,AF,2025-01,NL,NLAMS,DIM,AMS-GRU,AMS,GRU,EXP,Automotive,Gearboxes,N,1971.4,
MAWB100361,UA,2025-12,SG,SGSIN,DGR,SIN-ICN,SIN,ICN,DGR,Perishables,Fruit,Y,3234.3,"Cargo arrived late at warehouse, truck delay"
MAWB100362,AF,2025-05,DE,DEFRA,ECO,FRA-PVG,FRA,PVG,GEN,Pharma,Insulin,N,2318.4,Customer requested delivery change after ARR
MAWB100363,UA,2025-11,GB,GBLHR,GEN,LHR-MEX,LHR,MEX,GEN,Aerospace,Maintenance Kits,Y,2750.8,No issues reported
